,,estimate
ABUS,2016-11-03,0.53
ABUS,2017-03-21,0.38
ABUS,2017-05-04,0.3
ABUS,2017-08-03,0.35
ABUS,2017-11-02,0.38
ABUS,2018-03-14,0.39
ABUS,2018-05-03,0.38
ABUS,2018-08-02,0.35
ABUS,2018-11-07,0.39
ABUS,2019-03-07,0.39
ABUS,2019-05-06,0.31
ABUS,2019-08-05,0.35
ABUS,2019-11-06,0.11
ABUS,2020-03-05,0.37
ABUS,2020-05-11,0.32
ABUS,2020-08-07,0.23
ABUS,2020-11-05,0.2
ABUS,2021-03-04,0.21
ABUS,2021-05-05,0.22
ABUS,2021-08-05,0.21
ABUS,2021-11-04,0.24
ABUS,2022-03-03,0.16
ABUS,2022-05-05,0.13
ABUS,2022-08-04,0.13
ABUS,2022-11-09,0.12
ABUS,2023-03-02,0.14
ABUS,2023-05-04,0.14
ABUS,2023-08-03,0.12
ABUS,2023-11-07,0.12
ABUS,2024-02-29,0.12
ABUS,2024-05-02,0.1
ABUS,2024-08-01,0.1
ABUS,2024-11-06,0.1
ABVC,2016-02-23,
ABVC,2016-08-15,
ABVC,2017-02-21,
ABVC,2017-05-22,
ABVC,2017-08-21,
ABVC,2018-08-20,
ABVC,2019-08-09,
ABVC,2019-11-18,
ABVC,2020-11-17,
ABVC,2021-08-12,0.04
ABVC,2021-11-15,0.04
ABVC,2022-03-31,0.04
ABVC,2022-05-16,
ABVC,2022-08-15,0.2
ABVC,2022-11-14,0.2
ABVC,2023-03-31,0.19
ABVC,2023-05-15,0.05
ABVC,2023-08-14,
ABVC,2023-11-15,
ABVC,2024-03-13,
ABVC,2024-05-17,
ABVC,2024-08-14,
ABVC,2024-11-14,
AC,2015-12-15,
AC,2016-02-18,
AC,2016-05-04,
AC,2016-08-02,
AC,2016-11-04,
AC,2017-02-08,
AC,2017-05-02,
AC,2017-08-03,
AC,2017-11-06,
AC,2018-02-21,
AC,2018-05-08,
AC,2018-08-07,
AC,2018-11-06,
AC,2019-02-11,
AC,2019-05-07,
AC,2019-08-07,
AC,2019-11-11,
AC,2020-02-27,
AC,2020-05-06,
AC,2020-08-05,
AC,2020-11-10,
AC,2021-02-10,
AC,2021-05-05,
AC,2021-08-05,
AC,2021-11-05,
AC,2022-02-03,
AC,2022-05-05,
AC,2022-08-03,
AC,2022-11-11,
AC,2023-02-08,
AC,2023-05-10,
AC,2023-08-09,
AC,2023-11-08,
AC,2024-02-06,
AC,2024-05-14,
AC,2024-08-07,
AC,2024-11-08,
AC,2025-02-05,
ACA,2019-02-27,
ACA,2019-05-02,0.32
ACA,2019-08-01,0.46
ACA,2019-10-30,0.45
ACA,2020-02-26,0.38
ACA,2020-04-28,0.48
ACA,2020-07-30,0.55
ACA,2020-10-28,0.58
ACA,2021-02-24,0.39
ACA,2021-04-29,0.21
ACA,2021-08-04,0.56
ACA,2021-11-03,0.58
ACA,2022-02-23,0.49
ACA,2022-04-28,0.22
ACA,2022-08-03,0.46
ACA,2022-11-02,0.58
ACA,2023-02-23,0.19
ACA,2023-04-27,0.5
ACA,2023-08-03,0.58
ACA,2023-11-01,0.66
ACA,2024-02-22,0.33
ACA,2024-05-02,0.57
ACA,2024-08-01,0.84
ACA,2024-10-30,0.78
ACAD,2015-02-26,0.25
ACAD,2015-05-07,0.25
ACAD,2015-08-06,0.3
ACAD,2015-11-05,0.4
ACAD,2016-02-29,0.37
ACAD,2016-05-05,0.4
ACAD,2016-08-04,0.48
ACAD,2016-11-07,0.55
ACAD,2017-02-28,0.65
ACAD,2017-05-09,0.73
ACAD,2017-08-08,0.71
ACAD,2017-11-07,0.63
ACAD,2018-02-27,0.58
ACAD,2018-05-04,0.56
ACAD,2018-08-08,0.45
ACAD,2018-11-06,0.58
ACAD,2019-02-26,0.55
ACAD,2019-05-01,0.54
ACAD,2019-07-31,0.46
ACAD,2019-10-30,0.41
ACAD,2020-02-26,0.37
ACAD,2020-05-07,0.46
ACAD,2020-08-05,0.44
ACAD,2020-11-04,0.38
ACAD,2021-02-24,0.48
ACAD,2021-05-05,0.53
ACAD,2021-08-04,0.3
ACAD,2021-11-08,0.27
ACAD,2022-02-28,0.24
ACAD,2022-05-04,0.49
ACAD,2022-08-08,0.25
ACAD,2022-11-02,0.18
ACAD,2023-02-27,0.25
ACAD,2023-05-08,0.21
ACAD,2023-08-02,0.12
ACAD,2023-11-02,0.43
ACAD,2024-02-27,0.32
ACAD,2024-05-08,0.04
ACAD,2024-08-06,0.16
ACAD,2024-11-06,0.13
ACB,2018-11-12,
ACB,2019-02-11,
ACB,2019-05-14,0.03
ACB,2019-09-11,0.02
ACB,2019-11-14,0.03
ACB,2020-02-13,0.06
ACB,2020-05-14,0.53
ACB,2020-09-24,0.3
ACB,2020-11-09,0.24
ACB,2021-02-11,0.19
ACB,2021-05-13,0.17
ACB,2021-09-27,0.22
ACB,2021-11-09,0.18
ACB,2022-02-10,0.17
ACB,2022-05-12,0.16
ACB,2022-09-20,0.12
ACB,2022-11-10,0.09
ACB,2023-02-09,0.07
ACB,2023-06-14,0.04
ACB,2023-08-10,0.08
ACB,2023-11-09,0.05
ACB,2024-02-08,0.01
ACB,2024-06-20,0.18
ACB,2024-08-07,0.35
ACB,2024-11-06,0.22
ACB,2025-02-05,0.04
ACCD,2020-08-13,
ACCD,2020-10-14,0.42
ACCD,2021-01-07,0.35
ACCD,2021-05-05,0.12
ACCD,2021-07-08,0.37
ACCD,2021-10-07,0.53
ACCD,2022-01-10,0.68
ACCD,2022-04-28,0.45
ACCD,2022-06-30,0.95
ACCD,2022-10-06,0.71
ACCD,2023-01-09,0.61
ACCD,2023-04-27,0.43
ACCD,2023-06-29,0.64
ACCD,2023-10-04,0.56
ACCD,2024-01-08,0.46
ACCD,2024-04-25,0.11
ACCD,2024-06-27,0.48
ACCD,2024-10-08,0.45
ACCD,2025-01-10,0.31
ACCO,2015-02-11,0.35
ACCO,2015-04-29,0.06
ACCO,2015-07-29,0.17
ACCO,2015-10-28,0.27
ACCO,2016-02-10,0.29
ACCO,2016-04-27,0.05
ACCO,2016-08-02,0.23
ACCO,2016-10-24,0.28
ACCO,2017-02-22,0.3
ACCO,2017-05-03,0.02
ACCO,2017-08-01,0.27
ACCO,2017-10-30,0.33
ACCO,2018-02-14,0.44
ACCO,2018-05-01,0.07
ACCO,2018-07-31,0.35
ACCO,2018-10-30,0.36
ACCO,2019-02-13,0.43
ACCO,2019-05-02,0.05
ACCO,2019-07-30,0.32
ACCO,2019-10-29,0.34
ACCO,2020-02-11,0.42
ACCO,2020-05-04,0.09
ACCO,2020-07-28,0.01
ACCO,2020-10-27,0.15
ACCO,2021-02-16,0.29
ACCO,2021-04-27,0.05
ACCO,2021-07-28,0.27
ACCO,2021-10-26,0.34
ACCO,2022-02-15,0.49
ACCO,2022-04-26,0.09
ACCO,2022-08-08,0.42
ACCO,2022-11-07,0.24
ACCO,2023-02-23,0.33
ACCO,2023-05-04,0.05
ACCO,2023-08-08,0.29
ACCO,2023-11-02,0.23
ACCO,2024-02-22,0.33
ACCO,2024-05-02,0.02
ACCO,2024-08-01,0.31
ACCO,2024-10-31,0.23
ACCO,2025-02-20,0.41
ACCS,2015-05-07,
ACCS,2015-08-06,
ACCS,2015-11-05,
ACCS,2016-08-04,
ACCS,2016-11-03,
ACCS,2017-03-02,
ACCS,2017-05-04,
ACCS,2017-08-03,
ACCS,2017-11-02,
ACCS,2018-03-01,
ACCS,2018-11-01,0.09
ACCS,2019-02-28,
ACCS,2019-05-02,0.08
ACCS,2019-08-01,0.12
ACCS,2019-10-31,0.07
ACCS,2020-02-27,0.07
ACCS,2020-04-30,0.05
ACCS,2020-07-30,0.08
ACCS,2020-10-29,0.15
ACCS,2021-03-04,0.14
ACCS,2021-05-06,0.14
ACCS,2021-08-05,0.2
ACCS,2021-11-04,0.23
ACCS,2022-03-03,0.24
ACCS,2022-05-05,0.13
ACCS,2022-08-04,0.23
ACCS,2022-11-03,0.23
ACCS,2023-03-02,0.25
ACCS,2023-05-11,0.23
ACCS,2023-08-10,0.38
ACCS,2023-11-09,0.28
ACCS,2024-03-07,0.19
ACCS,2024-05-09,0.21
ACCS,2024-08-08,0.14
ACCS,2024-11-07,0.12
ACDC,2022-08-15,0.64
ACDC,2022-11-14,0.86
ACDC,2023-03-21,0.96
ACDC,2023-05-09,0.8
ACDC,2023-08-10,0.22
ACDC,2023-11-09,0.11
ACDC,2024-03-15,0.04
ACDC,2024-05-10,0.03
ACDC,2024-08-09,0.14
ACDC,2024-11-06,0.14
ACEL,2019-05-08,
ACEL,2019-08-02,
ACEL,2019-11-01,
ACEL,2020-03-16,
ACEL,2020-05-11,0.08
ACEL,2020-08-06,0.21
ACEL,2020-11-04,0.08
ACEL,2021-03-16,0.01
ACEL,2021-05-10,0.08
ACEL,2021-08-04,0.22
ACEL,2021-11-03,0.18
ACEL,2022-03-09,0.19
ACEL,2022-05-04,0.21
ACEL,2022-08-09,0.22
ACEL,2022-11-08,0.23
ACEL,2023-02-28,0.22
ACEL,2023-05-03,0.2
ACEL,2023-08-03,0.15
ACEL,2023-11-07,0.14
ACEL,2024-02-28,0.15
ACEL,2024-05-08,0.18
ACEL,2024-07-30,0.19
ACEL,2024-10-30,0.16
ACET,2015-02-05,
ACET,2015-05-07,
ACET,2015-09-10,0.36
ACET,2015-11-05,0.32
ACET,2016-02-04,0.32
ACET,2016-05-05,0.38
ACET,2016-08-25,0.37
ACET,2016-11-02,0.29
ACET,2017-02-02,0.31
ACET,2017-05-04,0.42
ACET,2017-08-24,0.47
ACET,2017-11-02,0.28
ACET,2018-02-01,0.23
ACET,2018-03-29,1.03
ACET,2018-05-03,0.25
ACET,2018-05-10,0.29
ACET,2018-08-09,0.42
ACET,2018-09-28,
ACET,2018-11-08,
ACET,2018-11-13,0.51
ACET,2019-03-18,0.34
ACET,2019-05-15,0.36
ACET,2019-08-14,0.41
ACET,2019-11-05,0.54
ACET,2020-03-12,0.51
ACET,2020-05-07,0.39
ACET,2020-07-30,0.22
ACET,2020-11-05,0.74
ACET,2021-03-11,
ACET,2021-05-17,0.5
ACET,2021-08-12,0.51
ACET,2021-11-10,0.38
ACET,2022-03-15,0.44
ACET,2022-05-12,0.07
ACET,2022-08-10,0.45
ACET,2022-11-08,0.56
ACET,2023-03-15,0.56
ACET,2023-05-09,0.74
ACET,2023-08-09,0.68
ACET,2023-11-08,0.73
ACET,2024-03-19,0.72
ACET,2024-05-14,0.35
ACET,2024-08-13,0.35
ACET,2024-11-06,0.36
ACGL,2015-02-10,1.06
ACGL,2015-04-28,1.11
ACGL,2015-07-29,1.11
ACGL,2015-10-28,0.98
ACGL,2016-02-09,1.08
ACGL,2016-04-27,1.13
ACGL,2016-07-27,0.98
ACGL,2016-10-26,1.02
ACGL,2017-02-13,1.01
ACGL,2017-04-25,1.33
ACGL,2017-07-26,1.2
ACGL,2017-10-25,0.59
ACGL,2018-02-12,1.13
ACGL,2018-05-01,1.57
ACGL,2018-07-31,0.52
ACGL,2018-10-30,0.52
ACGL,2019-02-12,0.37
ACGL,2019-04-30,0.62
ACGL,2019-07-29,0.69
ACGL,2019-10-29,0.65
ACGL,2020-02-11,0.67
ACGL,2020-05-04,0.54
ACGL,2020-07-29,0.26
ACGL,2020-10-29,0.25
ACGL,2021-02-09,0.5
ACGL,2021-04-27,0.5
ACGL,2021-07-28,0.9
ACGL,2021-10-27,0.39
ACGL,2022-02-09,1.02
ACGL,2022-04-27,1.13
ACGL,2022-07-27,1.09
ACGL,2022-10-26,0.24
ACGL,2023-02-13,1.34
ACGL,2023-04-26,1.51
ACGL,2023-07-26,1.65
ACGL,2023-10-30,1.54
ACGL,2024-02-14,1.94
ACGL,2024-04-29,2.06
ACGL,2024-07-30,2.17
ACGL,2024-10-30,1.94
ACGL,2025-02-10,1.85
ACHC,2015-02-11,0.46
ACHC,2015-04-28,0.41
ACHC,2015-08-04,0.52
ACHC,2015-11-03,0.57
ACHC,2016-02-16,0.6
ACHC,2016-04-28,0.54
ACHC,2016-07-29,0.72
ACHC,2016-11-01,0.59
ACHC,2017-02-23,0.55
ACHC,2017-04-25,0.46
ACHC,2017-07-27,0.65
ACHC,2017-10-24,0.65
ACHC,2018-02-21,0.55
ACHC,2018-05-01,0.48
ACHC,2018-07-30,0.7
ACHC,2018-11-05,0.65
ACHC,2019-02-28,0.47
ACHC,2019-04-30,0.35
ACHC,2019-07-30,0.59
ACHC,2019-11-05,0.53
ACHC,2020-02-27,0.49
ACHC,2020-05-04,0.37
ACHC,2020-08-04,0.38
ACHC,2020-10-29,0.55
ACHC,2021-02-25,0.69
ACHC,2021-04-29,0.45
ACHC,2021-08-02,0.63
ACHC,2021-10-28,0.72
ACHC,2022-02-28,0.68
ACHC,2022-05-03,0.63
ACHC,2022-07-27,0.77
ACHC,2022-10-31,0.8
ACHC,2023-02-27,0.74
ACHC,2023-04-26,0.71
ACHC,2023-07-27,0.83
ACHC,2023-11-02,0.88
ACHC,2024-02-27,0.8
ACHC,2024-05-01,0.8
ACHC,2024-07-31,0.88
ACHC,2024-10-30,0.9
ACHL,2021-05-11,3.04
ACHL,2021-08-10,0.53
ACHL,2021-11-09,0.49
ACHL,2022-03-01,0.39
ACHL,2022-05-10,0.51
ACHL,2022-08-09,0.57
ACHL,2022-11-08,0.55
ACHL,2023-03-07,0.42
ACHL,2023-05-10,0.41
ACHL,2023-08-04,0.4
ACHL,2023-11-13,0.38
ACHL,2024-04-04,
ACHL,2024-05-08,0.46
ACHL,2024-08-14,0.41
ACHL,2024-11-14,0.41
ACHR,2021-11-11,
ACHR,2022-05-12,0.15
ACHR,2022-08-10,0.35
ACHR,2022-11-10,0.41
ACHR,2023-03-09,0.43
ACHR,2023-05-11,0.46
ACHR,2023-08-10,0.43
ACHR,2023-11-09,0.4
ACHR,2024-02-26,0.35
ACHR,2024-05-09,0.36
ACHR,2024-08-08,0.38
ACHR,2024-11-07,0.3
ACHV,2015-03-26,0.29
ACHV,2015-05-14,0.35
ACHV,2015-08-13,0.15
ACHV,2015-11-12,0.22
ACHV,2016-03-09,0.22
ACHV,2016-05-12,0.07
ACHV,2016-08-04,0.14
ACHV,2016-11-10,
ACHV,2017-02-23,
ACHV,2017-05-15,
ACHV,2017-07-31,
ACHV,2017-11-09,
ACHV,2018-03-01,
ACHV,2018-05-09,
ACHV,2018-08-08,
ACHV,2018-11-07,
ACHV,2019-03-14,
ACHV,2019-05-15,
ACHV,2019-08-08,0.33
ACHV,2019-11-06,0.22
ACHV,2020-03-13,0.27
ACHV,2020-05-14,
ACHV,2020-08-06,3.8
ACHV,2020-11-12,1.3
ACHV,2021-03-11,1.27
ACHV,2021-05-13,0.78
ACHV,2021-08-11,1.23
ACHV,2021-11-09,1.09
ACHV,2022-03-10,0.73
ACHV,2022-05-12,0.82
ACHV,2022-08-11,0.79
ACHV,2022-11-14,1.1
ACHV,2023-03-16,0.9
ACHV,2023-05-09,0.65
ACHV,2023-08-14,0.41
ACHV,2023-11-09,0.34
ACHV,2024-03-28,0.32
ACHV,2024-05-09,0.24
ACHV,2024-08-13,0.22
ACHV,2024-11-07,0.26
ACI,2015-02-03,0.38
ACI,2015-04-21,0.48
ACI,2015-07-30,0.59
ACI,2015-11-09,5.91
ACI,2020-07-27,1.31
ACI,2020-10-20,0.26
ACI,2021-01-12,0.39
ACI,2021-04-26,0.5
ACI,2021-07-29,0.68
ACI,2021-10-18,0.45
ACI,2022-01-11,0.59
ACI,2022-04-12,0.65
ACI,2022-07-26,0.87
ACI,2022-10-18,0.6
ACI,2023-01-10,0.63
ACI,2023-04-11,0.66
ACI,2023-07-25,0.8
ACI,2023-10-17,0.54
ACI,2024-01-09,0.63
ACI,2024-04-22,0.51
ACI,2024-07-23,0.63
ACI,2024-10-15,0.45
ACI,2025-01-08,0.64
ACIC,2015-02-18,0.46
ACIC,2015-04-29,0.06
ACIC,2015-08-03,0.45
ACIC,2015-10-28,0.23
ACIC,2016-02-17,0.37
ACIC,2016-04-27,0.16
ACIC,2016-08-02,0.47
ACIC,2016-11-01,0.58
ACIC,2017-02-20,0.43
ACIC,2017-05-09,0.28
ACIC,2017-08-08,0.32
ACIC,2017-11-06,0.79
ACIC,2018-02-21,0.57
ACIC,2018-05-08,0.38
ACIC,2018-08-01,0.3
ACIC,2018-11-01,0.05
ACIC,2019-02-19,0.03
ACIC,2019-05-07,0.25
ACIC,2019-07-31,0.09
ACIC,2019-10-30,0.65
ACIC,2020-02-20,0.32
ACIC,2020-05-06,0.15
ACIC,2020-08-05,0.05
ACIC,2020-11-05,1.95
ACIC,2021-02-24,1.8
ACIC,2021-05-05,0.85
ACIC,2021-08-04,0.15
ACIC,2021-11-11,0.47
ACIC,2022-02-23,0.19
ACIC,2022-05-09,0.1
ACIC,2022-08-08,0.45
ACIC,2022-11-09,
ACIC,2023-03-02,
ACIC,2023-05-15,
ACIC,2023-08-10,
ACIC,2023-11-13,
ACIC,2024-02-29,0.21
ACIC,2024-05-09,0.25
ACIC,2024-08-07,0.3
ACIC,2024-11-06,0.35
ACIU,2017-05-11,0.17
ACIU,2017-08-09,0.07
ACIU,2017-11-13,0.2
ACIU,2018-03-20,
ACIU,2018-05-02,0.23
ACIU,2018-08-08,0.23
ACIU,2018-11-13,0.27
ACIU,2019-03-21,0.55
ACIU,2019-05-15,1.34
ACIU,2019-08-14,0.24
ACIU,2019-11-13,0.06
ACIU,2020-03-30,0.22
ACIU,2020-05-04,0.17
ACIU,2020-08-05,0.28
ACIU,2020-11-13,0.24
ACIU,2021-03-23,0.29
ACIU,2021-04-28,0.21
ACIU,2021-08-04,0.22
ACIU,2021-11-08,0.29
ACIU,2022-03-22,
ACIU,2022-04-28,0.23
ACIU,2022-07-28,0.24
ACIU,2022-10-28,0.24
ACIU,2023-03-16,0.28
ACIU,2023-04-28,0.24
ACIU,2023-08-04,0.22
ACIU,2023-11-03,0.0
ACIU,2024-03-14,0.07
ACIU,2024-05-13,0.15
ACIU,2024-08-06,0.42
ACIU,2024-11-05,0.22
ACIW,2015-02-26,0.43
ACIW,2015-04-30,0.01
ACIW,2015-07-30,0.07
ACIW,2015-11-04,0.1
ACIW,2016-02-25,0.49
ACIW,2016-05-05,0.07
ACIW,2016-07-28,0.03
ACIW,2016-11-03,0.16
ACIW,2017-03-02,0.54
ACIW,2017-05-04,0.09
ACIW,2017-07-27,0.09
ACIW,2017-11-02,0.11
ACIW,2018-02-22,0.43
ACIW,2018-05-10,0.11
ACIW,2018-08-02,0.1
ACIW,2018-11-08,0.03
ACIW,2019-02-28,0.88
ACIW,2019-05-09,0.15
ACIW,2019-08-08,0.19
ACIW,2019-11-07,
ACIW,2020-02-27,
ACIW,2020-05-07,
ACIW,2020-08-06,
ACIW,2020-11-05,
ACIW,2021-02-25,
ACIW,2021-05-06,
ACIW,2021-08-05,
ACIW,2021-11-04,
ACIW,2022-02-24,
ACIW,2022-05-05,
ACIW,2022-08-04,
ACIW,2022-11-02,
ACIW,2023-03-01,
ACIW,2023-05-04,
ACIW,2023-08-03,
ACIW,2023-11-02,
ACIW,2024-02-29,1.1
ACIW,2024-04-30,0.08
ACIW,2024-08-01,0.15
ACIW,2024-11-07,0.52
ACLS,2015-02-05,0.03
ACLS,2015-05-05,0.0
ACLS,2015-08-04,0.03
ACLS,2015-11-04,0.04
ACLS,2016-02-02,0.0
ACLS,2016-05-02,0.01
ACLS,2016-08-02,0.02
ACLS,2016-11-02,0.04
ACLS,2017-02-01,0.1
ACLS,2017-05-04,0.21
ACLS,2017-08-03,0.34
ACLS,2017-11-02,0.28
ACLS,2018-02-06,0.39
ACLS,2018-05-02,0.35
ACLS,2018-08-02,0.35
ACLS,2018-11-01,0.17
ACLS,2019-02-06,0.2
ACLS,2019-05-07,0.11
ACLS,2019-08-06,0.03
ACLS,2019-10-31,0.01
ACLS,2020-02-05,0.16
ACLS,2020-05-05,0.3
ACLS,2020-08-04,0.26
ACLS,2020-11-05,0.24
ACLS,2021-02-10,0.32
ACLS,2021-05-04,0.3
ACLS,2021-08-04,0.45
ACLS,2021-11-03,0.71
ACLS,2022-02-07,0.84
ACLS,2022-05-04,0.92
ACLS,2022-08-03,1.03
ACLS,2022-11-02,1.13
ACLS,2023-02-08,1.46
ACLS,2023-05-03,1.25
ACLS,2023-08-02,1.46
ACLS,2023-11-01,1.73
ACLS,2024-02-07,1.98
ACLS,2024-05-01,1.26
ACLS,2024-07-31,1.39
ACLS,2024-11-06,1.43
ACLS,2025-02-10,1.25
ACLX,2022-03-24,0.69
ACLX,2022-05-12,0.95
ACLX,2022-08-15,1.2
ACLX,2022-11-14,0.93
ACLX,2023-03-29,0.71
ACLX,2023-05-08,2.52
ACLX,2023-08-14,0.68
ACLX,2023-11-13,0.56
ACLX,2024-02-28,0.63
ACLX,2024-05-09,0.51
ACLX,2024-08-08,0.54
ACLX,2024-11-07,0.54
ACM,2015-02-10,0.58
ACM,2015-05-12,0.54
ACM,2015-08-11,0.87
ACM,2015-11-10,0.98
ACM,2016-02-09,0.61
ACM,2016-05-10,0.72
ACM,2016-08-09,0.71
ACM,2016-11-14,0.74
ACM,2017-02-07,0.53
ACM,2017-05-09,0.55
ACM,2017-08-08,0.78
ACM,2017-11-13,0.71
ACM,2018-02-06,0.55
ACM,2018-05-08,0.65
ACM,2018-08-07,0.61
ACM,2018-11-12,0.81
ACM,2019-02-05,0.52
ACM,2019-05-08,0.61
ACM,2019-08-06,0.71
ACM,2019-11-12,0.81
ACM,2020-02-03,
ACM,2020-05-05,0.53
ACM,2020-08-04,0.46
ACM,2020-11-16,0.57
ACM,2021-02-08,0.57
ACM,2021-05-10,0.63
ACM,2021-08-09,0.73
ACM,2021-11-15,0.8
ACM,2022-02-07,0.77
ACM,2022-05-09,0.78
ACM,2022-08-08,0.83
ACM,2022-11-14,0.84
ACM,2023-02-06,0.82
ACM,2023-05-08,0.88
ACM,2023-08-07,0.95
ACM,2023-11-13,1.01
ACM,2024-02-05,0.92
ACM,2024-05-06,1.05
ACM,2024-08-05,1.12
ACM,2024-11-18,1.22
ACM,2025-02-03,1.1
ACMR,2017-12-07,0.23
ACMR,2018-03-05,0.13
ACMR,2018-05-08,0.1
ACMR,2018-08-07,0.15
ACMR,2018-11-07,0.05
ACMR,2019-03-06,0.1
ACMR,2019-05-07,0.0
ACMR,2019-08-07,0.11
ACMR,2019-11-06,0.22
ACMR,2020-03-18,0.1
ACMR,2020-05-06,0.02
ACMR,2020-08-05,0.19
ACMR,2020-11-05,0.3
ACMR,2021-02-25,0.23
ACMR,2021-05-06,0.08
ACMR,2021-08-05,0.2
ACMR,2021-11-04,0.28
ACMR,2022-02-25,0.52
ACMR,2022-05-06,0.11
ACMR,2022-08-05,0.01
ACMR,2022-11-04,0.16
ACMR,2023-02-24,0.07
ACMR,2023-05-05,0.13
ACMR,2023-08-04,0.07
ACMR,2023-11-07,0.32
ACMR,2024-02-28,0.03
ACMR,2024-05-08,0.21
ACMR,2024-08-07,0.17
ACMR,2024-11-07,0.14
ACN,2015-03-26,1.07
ACN,2015-06-25,1.21
ACN,2015-09-24,1.11
ACN,2015-12-17,1.31
ACN,2016-03-24,1.18
ACN,2016-09-29,1.3
ACN,2016-12-21,1.49
ACN,2017-03-23,1.3
ACN,2017-06-22,1.5
ACN,2017-09-28,1.47
ACN,2017-12-21,1.66
ACN,2018-03-22,1.5
ACN,2018-06-28,1.71
ACN,2018-09-27,1.55
ACN,2018-12-20,1.84
ACN,2019-03-28,1.57
ACN,2019-06-27,1.88
ACN,2019-09-26,1.71
ACN,2019-12-19,2.0
ACN,2020-03-19,1.73
ACN,2020-06-25,1.84
ACN,2020-09-24,1.74
ACN,2020-12-17,2.04
ACN,2021-03-18,1.9
ACN,2021-06-24,2.23
ACN,2021-09-23,2.19
ACN,2021-12-16,2.62
ACN,2022-03-17,2.36
ACN,2022-06-23,2.84
ACN,2022-09-22,2.57
ACN,2022-12-16,2.91
ACN,2023-03-23,2.49
ACN,2023-06-22,2.96
ACN,2023-09-28,2.62
ACN,2023-12-19,3.14
ACN,2024-03-21,2.66
ACN,2024-06-20,3.14
ACN,2024-09-26,2.77
ACN,2024-12-19,3.38
ACNB,2015-03-06,
ACNB,2015-05-01,
ACNB,2015-07-31,
ACNB,2015-10-30,
ACNB,2016-03-04,
ACNB,2016-04-29,
ACNB,2016-07-29,
ACNB,2016-10-28,
ACNB,2017-03-15,
ACNB,2017-04-28,
ACNB,2017-08-04,
ACNB,2017-11-03,
ACNB,2018-03-09,
ACNB,2018-04-26,
ACNB,2018-07-23,
ACNB,2018-10-25,
ACNB,2019-01-30,
ACNB,2019-04-30,
ACNB,2019-07-30,
ACNB,2019-10-30,
ACNB,2020-01-28,
ACNB,2020-04-29,
ACNB,2020-07-29,
ACNB,2020-10-28,
ACNB,2021-01-29,
ACNB,2021-04-29,
ACNB,2021-07-29,
ACNB,2021-11-03,
ACNB,2022-01-27,
ACNB,2022-04-28,
ACNB,2022-07-29,
ACNB,2022-10-27,
ACNB,2023-01-26,
ACNB,2023-04-27,
ACNB,2023-07-27,1.04
ACNB,2023-10-27,1.04
ACNB,2024-01-25,0.96
ACNB,2024-04-25,0.8
ACNB,2024-07-24,0.81
ACNB,2024-10-24,0.88
ACNB,2025-01-23,0.84
ACNT,2015-02-09,0.22
ACNT,2015-04-27,0.32
ACNT,2015-07-27,0.39
ACNT,2015-11-09,0.04
ACNT,2016-02-29,0.05
ACNT,2016-05-09,0.09
ACNT,2016-08-09,
ACNT,2016-11-08,
ACNT,2017-03-14,
ACNT,2017-05-09,
ACNT,2017-08-08,
ACNT,2017-11-07,
ACNT,2018-03-13,
ACNT,2018-05-03,
ACNT,2018-08-07,
ACNT,2018-11-06,
ACNT,2019-03-05,
ACNT,2019-04-30,
ACNT,2019-08-13,
ACNT,2019-11-12,
ACNT,2020-03-06,
ACNT,2020-05-05,
ACNT,2020-09-03,
ACNT,2020-11-09,
ACNT,2021-03-09,
ACNT,2021-05-10,
ACNT,2021-08-09,
ACNT,2021-11-09,
ACNT,2022-03-29,
ACNT,2022-05-10,
ACNT,2022-08-09,
ACNT,2022-11-08,
ACNT,2023-03-31,
ACNT,2023-05-09,
ACNT,2023-08-08,0.39
ACNT,2023-11-08,0.12
ACNT,2024-03-28,0.08
ACNT,2024-05-08,0.36
ACNT,2024-08-06,
ACNT,2024-11-12,
ACOG,2024-11-14,1.0
ACON,2023-07-03,
ACON,2023-08-25,
ACON,2023-11-14,
ACON,2024-05-15,
ACON,2024-08-14,
ACON,2024-11-14,0.18
ACR,2015-02-25,0.12
ACR,2015-05-05,0.15
ACR,2015-08-04,0.16
ACR,2015-11-03,0.68
ACR,2016-02-29,0.57
ACR,2016-05-02,0.59
ACR,2016-08-01,0.62
ACR,2016-11-13,
ACR,2017-03-13,0.02
ACR,2017-05-09,0.06
ACR,2017-08-02,0.09
ACR,2017-11-01,0.07
ACR,2018-03-07,
ACR,2018-05-03,0.24
ACR,2018-08-01,0.08
ACR,2018-10-30,0.21
ACR,2019-03-05,0.23
ACR,2019-05-01,0.24
ACR,2019-07-31,0.24
ACR,2019-10-30,0.28
ACR,2020-03-03,
ACR,2020-05-07,0.22
ACR,2020-08-05,0.04
ACR,2020-11-04,0.08
ACR,2021-03-04,0.15
ACR,2021-05-05,0.13
ACR,2021-08-04,0.06
ACR,2021-11-04,0.28
ACR,2022-03-03,0.12
ACR,2022-05-05,0.17
ACR,2022-08-04,0.15
ACR,2022-11-03,0.22
ACR,2023-03-02,0.35
ACR,2023-05-03,0.5
ACR,2023-08-02,0.36
ACR,2023-11-01,0.42
ACR,2024-02-28,0.52
ACR,2024-05-01,0.35
ACR,2024-07-31,0.28
ACR,2024-10-30,0.33
ACRE,2015-03-05,0.29
ACRE,2015-05-07,0.22
